truckid,driverid,event,Region,velocity,event_ind,idling_ind
A5,A5,normal,Woodlands,0,No,Yes
A69,A69,normal,Queenstown,61,No,No
A1,A1,normal,Tanglin,0,No,Yes
A27,A27,normal,Punggol,58,No,No
A89,A89,normal,Woodlands,19,No,No
A79,A79,normal,Toa Payoh,0,No,Yes
A53,A53,normal,Bouna Vista,37,No,No
A2,A2,normal,Jurong East,33,No,No
A66,A66,lane departure,Yio Chu Kang,16,Yes,No
A80,A80,normal,Tampines,36,No,No
A42,A42,normal,Boon Lay,52,No,No
A89,A89,normal,Yio Chu Kang,37,No,No
A65,A65,normal,Yishun,0,No,Yes
A50,A50,normal,Yishun,37,No,No
A56,A56,normal,Toa Payoh,58,No,No
A52,A52,normal,Toa Payoh,0,No,Yes
A8,A8,normal,Newton,40,No,No
A14,A14,normal,Bouna Vista,28,No,No
A84,A84,normal,Marine Parade,0,No,Yes
A24,A24,normal,Boon Keng,0,No,Yes
A63,A63,normal,Choa Chu Kang,38,No,No
A38,A38,normal,Tampines,39,No,No
A39,A39,normal,Yishun,0,No,Yes
A46,A46,normal,Queenstown,43,No,No
A4,A4,normal,Bedok,61,No,No
A46,A46,normal,Bukit Batok,0,No,Yes
A78,A78,normal,Pasir Laba,67,No,No
A57,A57,normal,Tampines,0,No,Yes
A64,A64,normal,Yishun,28,No,No
A25,A25,normal,Woodlands,0,No,Yes
A71,A71,normal,Yio Chu Kang,40,No,No
A87,A87,normal,Woodlands,33,No,No
A71,A71,normal,Kent Ridge,43,No,No
A77,A77,normal,Newton,27,No,No
A81,A81,normal,Tampines,54,No,No
A39,A39,normal,Yishun,0,No,Yes
A80,A80,normal,Yishun,37,No,No
A27,A27,normal,Yishun,0,No,Yes
A37,A37,unsafe following distance,Sembawang,28,Yes,No
A12,A12,normal,Little India,69,No,No
A57,A57,normal,Bukit Batok,34,No,No
A32,A32,normal,Tanglin,55,No,No
A98,A98,normal,Choa Chu Kang,53,No,No
A40,A40,normal,Yishun,75,No,No
A17,A17,normal,Aljunied,20,No,No
A11,A11,normal,Yishun,68,No,No
A85,A85,normal,Yishun,54,No,No
A40,A40,normal,Kovan,54,No,No
A32,A32,normal,Little India,18,No,No
A33,A33,normal,Bishan,31,No,No
A49,A49,lane departure,Serangoon,55,Yes,No
A91,A91,normal,Bukit Batok,0,No,Yes
A84,A84,normal,Yishun,27,No,No
A6,A6,normal,Clementi,37,No,No
A99,A99,normal,Potong Pasir,42,No,No
A61,A61,normal,Marine Parade,19,No,No
A91,A91,normal,Tampines,0,No,Yes
A92,A92,normal,Marine Parade,74,No,No
A79,A79,normal,Choa Chu Kang,0,No,Yes
A62,A62,normal,Little India,21,No,No
A88,A88,unsafe following distance,Yishun,45,Yes,No
A50,A50,normal,Yishun,36,No,No
A37,A37,normal,Simei,50,No,No
A6,A6,normal,Sembawang,27,No,No
A23,A23,normal,Punggol,60,No,No
A34,A34,normal,Marine Parade,33,No,No
A54,A54,normal,Newton,0,No,Yes
A29,A29,normal,Sembawang,45,No,No
A18,A18,normal,Chai Chee,37,No,No
A23,A23,normal,Bedok,58,No,No
A1,A1,normal,Boon Keng,75,No,No
A4,A4,normal,Potong Pasir,51,No,No
A52,A52,normal,Kovan,24,No,No
A94,A94,normal,Yishun,33,No,No
A84,A84,normal,Tampines,67,No,No
A63,A63,normal,Tanglin,58,No,No
A70,A70,normal,Clementi,21,No,No
A24,A24,overspeed,Boon Keng,81,Yes,No
A24,A24,normal,Yishun,54,No,No
A44,A44,normal,Bishan,58,No,No
A71,A71,normal,Kent Ridge,38,No,No
A28,A28,normal,Yio Chu Kang,63,No,No
A54,A54,normal,Queenstown,42,No,No
A89,A89,normal,Admiralty,54,No,No
A92,A92,normal,Tampines,29,No,No
A55,A55,normal,Tanglin,21,No,No
A29,A29,normal,Novena,61,No,No
A6,A6,normal,Toa Payoh,42,No,No
A17,A17,normal,Tampines,25,No,No
A16,A16,normal,Queenstown,67,No,No
A87,A87,normal,Bishan,32,No,No
A31,A31,normal,Hougang,0,No,Yes
A35,A35,normal,Newton,39,No,No
A92,A92,normal,Newton,58,No,No
A85,A85,normal,Yio Chu Kang,27,No,No
A29,A29,normal,Clementi,23,No,No
A41,A41,normal,Toa Payoh,72,No,No
A7,A7,normal,Alexandra,23,No,No
A92,A92,normal,Queenstown,0,No,Yes
A16,A16,normal,Newton,42,No,No
A31,A31,normal,Punggol,42,No,No
A22,A22,normal,Kembangan,62,No,No
A29,A29,normal,Pasir Ris,16,No,No
A47,A47,normal,Yio Chu Kang,42,No,No
A54,A54,normal,Bedok,0,No,Yes
A47,A47,normal,Macpherson,39,No,No
A33,A33,normal,Novena,52,No,No
A62,A62,normal,Potong Pasir,38,No,No
A70,A70,normal,Yishun,0,No,Yes
A13,A13,normal,Woodlands,61,No,No
A37,A37,normal,Novena,0,No,Yes
A87,A87,normal,Yishun,40,No,No
A91,A91,normal,Bukit Batok,73,No,No
A49,A49,normal,Yishun,62,No,No
A81,A81,normal,Yishun,0,No,Yes
A16,A16,normal,Yishun,0,No,Yes
A7,A7,normal,Geylang,46,No,No
A19,A19,normal,Bedok,24,No,No
A33,A33,normal,Sembawang,18,No,No
A23,A23,normal,Paya Lebar,45,No,No
A43,A43,normal,Little India,0,No,Yes
A18,A18,normal,Bouna Vista,0,No,Yes
A36,A36,normal,Yishun,31,No,No
A68,A68,normal,Chai Chee,17,No,No
A23,A23,normal,Tampines,0,No,Yes
A2,A2,normal,Clementi,22,No,No
A79,A79,normal,Redhill,0,No,Yes
A27,A27,normal,Newton,33,No,No
A46,A46,normal,Queenstown,63,No,No
A46,A46,normal,Queenstown,0,No,Yes
A27,A27,normal,Little India,15,No,No
A38,A38,normal,Bukit Batok,0,No,Yes
A60,A60,normal,Sembawang,31,No,No
A73,A73,normal,Yishun,41,No,No
A8,A8,normal,Yishun,43,No,No
A2,A2,normal,Choa Chu Kang,62,No,No
A67,A67,normal,Tampines,45,No,No
A78,A78,normal,Tanglin,0,No,Yes
A67,A67,normal,Woodlands,33,No,No
A35,A35,unsafe following distance,Little India,43,Yes,No
A59,A59,normal,Bukit Panjang,55,No,No
A46,A46,normal,Sengkang,0,No,Yes
A57,A57,normal,Bukit Batok,74,No,No
A52,A52,normal,Yishun,16,No,No
A62,A62,normal,Yishun,18,No,No
A64,A64,normal,Tampines,59,No,No
A99,A99,normal,Woodlands,40,No,No
A26,A26,normal,Alexandra,20,No,No
A34,A34,normal,Alexandra,0,No,Yes
A80,A80,normal,Tampines,0,No,Yes
A19,A19,normal,Bedok,18,No,No
A51,A51,normal,Pasir Laba,35,No,No
A35,A35,normal,Tampines,0,No,Yes
A15,A15,normal,Boon Lay,0,No,Yes
A42,A42,normal,Tampines,0,No,Yes
A55,A55,normal,Little India,43,No,No
A55,A55,normal,Boon Lay,57,No,No
A57,A57,normal,Yishun,69,No,No
A14,A14,normal,Bouna Vista,60,No,No
A68,A68,normal,Yishun,56,No,No
A58,A58,normal,Newton,70,No,No
A32,A32,normal,Farrer Park,58,No,No
A57,A57,normal,Hougang,26,No,No
A80,A80,normal,Bouna Vista,30,No,No
A93,A93,normal,Admiralty,37,No,No
A46,A46,normal,Queenstown,18,No,No
A23,A23,normal,Boon Lay,16,No,No
A34,A34,normal,Queenstown,40,No,No
A56,A56,normal,Simei,0,No,Yes
A1,A1,normal,Woodlands,54,No,No
A48,A48,normal,Bishan,0,No,Yes
A7,A7,normal,Eunos,0,No,Yes
A41,A41,normal,Simei,26,No,No
A22,A22,normal,Chai Chee,75,No,No
A59,A59,normal,Chai Chee,0,No,Yes
A47,A47,normal,Bukit Merah,39,No,No
A12,A12,normal,Potong Pasir,0,No,Yes
A69,A69,normal,Queenstown,68,No,No
A12,A12,normal,Marsiling,0,No,Yes
A87,A87,lane departure,Bouna Vista,48,Yes,No
A61,A61,normal,Yishun,49,No,No
A61,A61,normal,Geylang,70,No,No
A67,A67,normal,Little India,19,No,No
A18,A18,normal,Woodlands,0,No,Yes
A32,A32,normal,Tanglin,23,No,No
A52,A52,normal,Kent Ridge,21,No,No
A84,A84,normal,Queenstown,44,No,No
A34,A34,normal,Tampines,48,No,No
A79,A79,normal,Novena,23,No,No
A72,A72,normal,Bukit Batok,34,No,No
A46,A46,lane departure,Queenstown,48,Yes,No
A48,A48,normal,Sembawang,55,No,No
A18,A18,normal,Bouna Vista,70,No,No
A51,A51,normal,Yio Chu Kang,60,No,No
A47,A47,normal,Yishun,34,No,No
A46,A46,normal,Newton,70,No,No
A49,A49,normal,Potong Pasir,34,No,No
A18,A18,normal,Woodlands,70,No,No
A19,A19,normal,Bedok,34,No,No
A66,A66,normal,Clementi,60,No,No
A99,A99,normal,Serangoon,16,No,No
A68,A68,overspeed,Woodlands,90,Yes,No
A19,A19,normal,Queenstown,42,No,No
A96,A96,normal,Queenstown,0,No,Yes
A25,A25,normal,Yio Chu Kang,55,No,No
A92,A92,lane departure,Boon Lay,55,Yes,No
A73,A73,normal,Boon Lay,0,No,Yes
A45,A45,normal,Yishun,0,No,Yes
A56,A56,normal,Choa Chu Kang,37,No,No
A15,A15,lane departure,Geylang,48,Yes,No
A76,A76,normal,Bouna Vista,56,No,No
A82,A82,normal,Telok Blangah,0,No,Yes
A8,A8,normal,Yishun,0,No,Yes
A93,A93,normal,Bukit Panjang,35,No,No
A90,A90,normal,Bishan,37,No,No
A45,A45,lane departure,Tampines,45,Yes,No
A52,A52,normal,Aljunied,68,No,No
A84,A84,normal,Yishun,49,No,No
A62,A62,normal,Yishun,64,No,No
A26,A26,normal,Ang Mo Kio,0,No,Yes
A83,A83,normal,Bishan,37,No,No
A31,A31,normal,Yishun,66,No,No
A64,A64,normal,Novena,32,No,No
A31,A31,normal,Potong Pasir,42,No,No
A86,A86,normal,Farrer Park,31,No,No
A65,A65,normal,Boon Lay,46,No,No
A27,A27,normal,Hougang,70,No,No
A81,A81,normal,Yishun,47,No,No
A55,A55,normal,Tanglin,40,No,No
A12,A12,normal,Tampines,43,No,No
A78,A78,normal,Teban Gardens,0,No,Yes
A90,A90,normal,Yishun,48,No,No
A82,A82,normal,Chai Chee,0,No,Yes
A84,A84,normal,Geylang,63,No,No
A75,A75,normal,Aljunied,32,No,No
A25,A25,normal,Tampines,47,No,No
A48,A48,normal,Bishan,70,No,No
A42,A42,normal,Queenstown,55,No,No
A29,A29,normal,Kent Ridge,0,No,Yes
A44,A44,normal,Bishan,0,No,Yes
A1,A1,normal,Yio Chu Kang,32,No,No
A1,A1,normal,Farrer Park,62,No,No
A87,A87,normal,Novena,27,No,No
A69,A69,normal,Yishun,23,No,No
A97,A97,unsafe following distance,Yishun,35,Yes,No
A10,A10,normal,Sembawang,61,No,No
A8,A8,normal,Yishun,53,No,No
A62,A62,normal,Bukit Merah,16,No,No
A77,A77,normal,Potong Pasir,34,No,No
A80,A80,normal,Tampines,46,No,No
A5,A5,normal,Macpherson,31,No,No
A75,A75,normal,Kovan,63,No,No
A73,A73,normal,Hougang,16,No,No
A20,A20,normal,Yishun,33,No,No
A63,A63,normal,Telok Blangah,0,No,Yes
A51,A51,normal,Boon Keng,25,No,No
A50,A50,lane departure,Bedok,48,Yes,No
A3,A3,normal,Tampines,65,No,No
A19,A19,normal,Queenstown,24,No,No
A72,A72,normal,Eunos,33,No,No
A2,A2,normal,Yio Chu Kang,58,No,No
A10,A10,normal,Tampines,48,No,No
A28,A28,normal,Farrer Park,19,No,No
A58,A58,normal,Yishun,27,No,No
A60,A60,normal,Novena,19,No,No
A58,A58,normal,Punggol,38,No,No
A47,A47,normal,Boon Keng,0,No,Yes
A97,A97,normal,Woodlands,68,No,No
A47,A47,normal,Yio Chu Kang,0,No,Yes
A47,A47,normal,Yio Chu Kang,0,No,Yes
A22,A22,normal,Ang Mo Kio,0,No,Yes
A92,A92,normal,Bukit Batok,23,No,No
A66,A66,normal,Little India,38,No,No
A15,A15,normal,Queenstown,19,No,No
A19,A19,normal,Yishun,0,No,Yes
A70,A70,normal,Queenstown,0,No,Yes
A43,A43,normal,Bukit Merah,75,No,No
A15,A15,normal,Hougang,45,No,No
A73,A73,normal,Paya Lebar,48,No,No
A1,A1,normal,Clementi,0,No,Yes
A99,A99,normal,Ang Mo Kio,46,No,No
A38,A38,normal,Yishun,32,No,No
A31,A31,normal,Potong Pasir,56,No,No
A12,A12,normal,Potong Pasir,36,No,No
A61,A61,normal,Boon Lay,44,No,No
A23,A23,normal,Bukit Batok,0,No,Yes
A91,A91,normal,Yishun,40,No,No
A3,A3,normal,Bukit Batok,0,No,Yes
A67,A67,normal,Little India,23,No,No
A88,A88,normal,Bukit Batok,75,No,No
A80,A80,normal,Yishun,42,No,No
A73,A73,normal,Queenstown,0,No,Yes
A13,A13,normal,Tampines,70,No,No
A29,A29,normal,Sembawang,62,No,No
A95,A95,normal,Bukit Batok,33,No,No
A87,A87,normal,Novena,54,No,No
A10,A10,normal,Simei,37,No,No
A44,A44,lane departure,Tampines,0,Yes,Yes
A72,A72,normal,Kembangan,25,No,No
A80,A80,normal,Marine Parade,17,No,No
A38,A38,normal,Tampines,73,No,No
A66,A66,normal,Bukit Panjang,26,No,No
A18,A18,normal,Chai Chee,56,No,No
A3,A3,normal,Ang Mo Kio,59,No,No
A39,A39,normal,Yishun,68,No,No
A47,A47,normal,Clementi,63,No,No
A89,A89,normal,Potong Pasir,52,No,No
A94,A94,normal,Choa Chu Kang,0,No,Yes
A73,A73,normal,Queenstown,0,No,Yes
A58,A58,normal,Yishun,0,No,Yes
A98,A98,normal,Little India,0,No,Yes
A59,A59,normal,Yishun,58,No,No
A33,A33,normal,Bukit Gombak,60,No,No
A11,A11,normal,Geylang,40,No,No
A23,A23,normal,Newton,75,No,No
A10,A10,normal,Sembawang,38,No,No
A36,A36,normal,Little India,41,No,No
A11,A11,normal,Yishun,50,No,No
A20,A20,normal,Bukit Panjang,25,No,No
A93,A93,normal,Yishun,58,No,No
A3,A3,unsafe following distance,Yishun,53,Yes,No
A9,A9,unsafe following distance,Boon Keng,0,Yes,Yes
A41,A41,normal,Bukit Gombak,21,No,No
A78,A78,normal,Little India,42,No,No
A41,A41,normal,Bukit Batok,0,No,Yes
A2,A2,normal,Toa Payoh,27,No,No
A52,A52,normal,Clementi,73,No,No
A43,A43,normal,Yishun,63,No,No
A59,A59,normal,Telok Blangah,36,No,No
A88,A88,normal,Bukit Batok,15,No,No
A98,A98,normal,Kent Ridge,53,No,No
A15,A15,normal,Bukit Batok,61,No,No
A80,A80,normal,Marine Parade,45,No,No
A22,A22,normal,Tampines,55,No,No
A100,A100,normal,Queenstown,41,No,No
A63,A63,normal,Chai Chee,71,No,No
A36,A36,normal,Tampines,69,No,No
A33,A33,normal,Bukit Batok,41,No,No
A73,A73,normal,Yishun,0,No,Yes
A70,A70,normal,Yishun,61,No,No
A1,A1,normal,Woodlands,69,No,No
A100,A100,normal,Yishun,45,No,No
A94,A94,normal,Yio Chu Kang,57,No,No
A73,A73,normal,Bedok,0,No,Yes
A13,A13,normal,Woodlands,0,No,Yes
A76,A76,normal,Bukit Batok,54,No,No
A17,A17,normal,Kovan,0,No,Yes
A34,A34,normal,Jurong East,0,No,Yes
A37,A37,normal,Bishan,28,No,No
A57,A57,normal,Marine Parade,56,No,No
A100,A100,normal,Queenstown,0,No,Yes
A55,A55,normal,Tanglin,31,No,No
A98,A98,normal,Woodlands,55,No,No
A22,A22,normal,Woodlands,0,No,Yes
A21,A21,normal,Yishun,46,No,No
A85,A85,normal,Potong Pasir,31,No,No
A67,A67,normal,Woodlands,21,No,No
A65,A65,normal,Yishun,55,No,No
A94,A94,normal,Kovan,0,No,Yes
A45,A45,normal,Bouna Vista,23,No,No
A19,A19,normal,Tampines,25,No,No
A42,A42,normal,Queenstown,70,No,No
A42,A42,normal,Yishun,16,No,No
A14,A14,normal,Bouna Vista,0,No,Yes
A100,A100,normal,Bedok,0,No,Yes
A57,A57,normal,Alexandra,0,No,Yes
A53,A53,normal,Bouna Vista,58,No,No
A2,A2,normal,Sembawang,17,No,No
A80,A80,normal,Tampines,61,No,No
A86,A86,normal,Bishan,0,No,Yes
A82,A82,normal,Tanglin,28,No,No
A65,A65,normal,Tampines,50,No,No
A28,A28,normal,Woodlands,0,No,Yes
A63,A63,normal,Tanglin,16,No,No
A90,A90,normal,Woodlands,36,No,No
A66,A66,normal,Yio Chu Kang,17,No,No
A63,A63,normal,Telok Blangah,39,No,No
A92,A92,normal,Yishun,35,No,No
A81,A81,unsafe following distance,Yishun,68,Yes,No
A41,A41,normal,Bouna Vista,0,No,Yes
A64,A64,normal,Simei,73,No,No
A6,A6,normal,Clementi,56,No,No
A74,A74,normal,Yio Chu Kang,58,No,No
A85,A85,normal,Little India,27,No,No
A50,A50,normal,Yishun,31,No,No
A28,A28,normal,Macpherson,62,No,No
A45,A45,normal,Yishun,22,No,No
A43,A43,normal,Yishun,42,No,No
A39,A39,normal,Bukit Merah,48,No,No
A89,A89,normal,Marsiling,60,No,No
A14,A14,normal,Bukit Batok,15,No,No
A79,A79,normal,Jurong East,0,No,Yes
A13,A13,normal,Bishan,0,No,Yes
A59,A59,normal,Tanglin,69,No,No
A99,A99,normal,Chai Chee,55,No,No
A10,A10,normal,Woodlands,0,No,Yes
A96,A96,normal,Paya Lebar,46,No,No
A91,A91,normal,Woodlands,26,No,No
A82,A82,normal,Telok Blangah,0,No,Yes
A48,A48,normal,Pasir Ris,54,No,No
A19,A19,normal,Sengkang,33,No,No
A45,A45,normal,Yishun,69,No,No
A85,A85,normal,Newton,49,No,No
A22,A22,normal,Potong Pasir,52,No,No
A95,A95,normal,Yishun,18,No,No
A54,A54,normal,Yishun,52,No,No
A91,A91,normal,Bukit Gombak,39,No,No
A24,A24,normal,Macpherson,0,No,Yes
A34,A34,normal,Bukit Batok,66,No,No
A87,A87,normal,Woodlands,47,No,No
A27,A27,normal,Queenstown,24,No,No
A37,A37,normal,Woodlands,43,No,No
A43,A43,normal,Yio Chu Kang,31,No,No
A16,A16,normal,Bukit Panjang,50,No,No
A18,A18,normal,Bukit Batok,51,No,No
A71,A71,normal,Little India,0,No,Yes
A91,A91,normal,Bukit Batok,61,No,No
A1,A1,normal,Macpherson,33,No,No
A46,A46,normal,Bedok,0,No,Yes
A38,A38,normal,Queenstown,57,No,No
A85,A85,normal,Potong Pasir,42,No,No
A36,A36,normal,Telok Blangah,68,No,No
A91,A91,normal,Bouna Vista,34,No,No
A44,A44,normal,Kovan,15,No,No
A37,A37,normal,Bukit Gombak,18,No,No
A73,A73,normal,Potong Pasir,32,No,No
A61,A61,normal,Jurong East,18,No,No
A86,A86,normal,Telok Blangah,0,No,Yes
A18,A18,normal,Tampines,15,No,No
A18,A18,normal,Toa Payoh,46,No,No
A34,A34,normal,Jurong East,0,No,Yes
A52,A52,normal,Bishan,19,No,No
A100,A100,normal,Yishun,0,No,Yes
A12,A12,normal,Potong Pasir,0,No,Yes
A58,A58,normal,Yishun,60,No,No
A57,A57,normal,Queenstown,28,No,No
A11,A11,normal,Tampines,17,No,No
A35,A35,unsafe following distance,Newton,15,Yes,No
A95,A95,normal,Woodlands,75,No,No
A40,A40,normal,Pasir Laba,39,No,No
A62,A62,normal,Newton,36,No,No
A40,A40,normal,Farrer Park,0,No,Yes
A32,A32,normal,Tanglin,66,No,No
A49,A49,normal,Bouna Vista,18,No,No
A55,A55,normal,Bukit Panjang,39,No,No
A15,A15,normal,Geylang,0,No,Yes
A56,A56,normal,Kent Ridge,31,No,No
A63,A63,normal,Bishan,0,No,Yes
A34,A34,normal,Jurong East,56,No,No
A92,A92,normal,Queenstown,0,No,Yes
A8,A8,normal,Marsiling,0,No,Yes
A66,A66,normal,Bukit Panjang,43,No,No
A84,A84,normal,Yishun,71,No,No
A74,A74,normal,Macpherson,0,No,Yes
A15,A15,normal,Yishun,0,No,Yes
A49,A49,normal,Ang Mo Kio,0,No,Yes
A78,A78,normal,Boon Lay,0,No,Yes
A50,A50,normal,Queenstown,56,No,No
A45,A45,normal,Tampines,32,No,No
A47,A47,normal,Bukit Panjang,0,No,Yes
A79,A79,normal,Toa Payoh,40,No,No
A36,A36,normal,Yishun,27,No,No
A31,A31,normal,Yishun,65,No,No
A89,A89,normal,Yio Chu Kang,75,No,No
A28,A28,normal,Boon Lay,35,No,No
A77,A77,normal,Boon Lay,34,No,No
A25,A25,normal,Toa Payoh,0,No,Yes
A5,A5,normal,Pasir Laba,68,No,No
A97,A97,normal,Woodlands,0,No,Yes
A6,A6,normal,Sembawang,45,No,No
A26,A26,normal,Ang Mo Kio,67,No,No
A72,A72,normal,Yishun,39,No,No
A24,A24,normal,Woodlands,31,No,No
A63,A63,lane departure,Chai Chee,74,Yes,No
A5,A5,normal,Boon Keng,41,No,No
A53,A53,normal,Ang Mo Kio,42,No,No
A47,A47,normal,Macpherson,35,No,No
A94,A94,normal,Bishan,36,No,No
A75,A75,normal,Aljunied,40,No,No
A66,A66,normal,Admiralty,0,No,Yes
A1,A1,normal,Queenstown,37,No,No
A70,A70,normal,Yio Chu Kang,34,No,No
A58,A58,normal,Yishun,75,No,No
A7,A7,normal,Ang Mo Kio,28,No,No
A39,A39,normal,Tampines,0,No,Yes
A23,A23,normal,Boon Lay,0,No,Yes
A88,A88,normal,Bukit Batok,0,No,Yes
A100,A100,normal,Queenstown,46,No,No
A3,A3,normal,Geylang,65,No,No
A32,A32,normal,Boon Keng,62,No,No
A49,A49,normal,Yishun,40,No,No
A50,A50,normal,Hougang,71,No,No
A6,A6,normal,Toa Payoh,47,No,No
A14,A14,normal,Bukit Gombak,25,No,No
A70,A70,normal,Woodlands,54,No,No
A33,A33,normal,Toa Payoh,18,No,No
A27,A27,normal,Sengkang,17,No,No
A24,A24,normal,Queenstown,70,No,No
A23,A23,normal,Bedok,66,No,No
A44,A44,normal,Tampines,0,No,Yes
A92,A92,normal,Tampines,51,No,No
A35,A35,overspeed,Yio Chu Kang,89,Yes,No
A24,A24,normal,Chai Chee,0,No,Yes
A26,A26,normal,Jurong East,43,No,No
A61,A61,normal,Marine Parade,0,No,Yes
A97,A97,normal,Clementi,66,No,No
A74,A74,normal,Woodlands,37,No,No
A73,A73,normal,Potong Pasir,23,No,No
A71,A71,normal,Bishan,0,No,Yes
A33,A33,normal,Bukit Gombak,68,No,No
A53,A53,normal,Yishun,49,No,No
A42,A42,normal,Bukit Batok,18,No,No
A42,A42,normal,Tampines,0,No,Yes
A44,A44,unsafe following distance,Little India,45,Yes,No
A62,A62,normal,Yishun,16,No,No
A86,A86,normal,Pasir Laba,47,No,No
A95,A95,normal,Woodlands,75,No,No
A60,A60,normal,Bishan,0,No,Yes
A1,A1,normal,Yishun,45,No,No
A11,A11,normal,Jurong East,17,No,No
A73,A73,normal,Queenstown,42,No,No
A44,A44,normal,Choa Chu Kang,64,No,No
A34,A34,normal,Tampines,72,No,No
A65,A65,normal,Hougang,0,No,Yes
A33,A33,normal,Simei,70,No,No
A2,A2,normal,Toa Payoh,75,No,No
A63,A63,normal,Little India,71,No,No
A26,A26,normal,Bouna Vista,17,No,No
A75,A75,normal,Kovan,20,No,No
A99,A99,normal,Chai Chee,38,No,No
A36,A36,lane departure,Tanglin,48,Yes,No
A100,A100,normal,Yishun,37,No,No
A31,A31,normal,Yishun,0,No,Yes
A75,A75,normal,Jurong East,71,No,No
A84,A84,normal,Marine Parade,45,No,No
A24,A24,normal,Boon Lay,58,No,No
A94,A94,normal,Woodlands,72,No,No
A62,A62,normal,Tampines,0,No,Yes
A86,A86,normal,Pasir Laba,0,No,Yes
A48,A48,normal,Aljunied,39,No,No
A65,A65,normal,Yishun,35,No,No
A48,A48,normal,Jurong East,0,No,Yes
A34,A34,unsafe following distance,Tampines,53,Yes,No
A61,A61,normal,Yishun,66,No,No
A36,A36,normal,Little India,0,No,Yes
A56,A56,normal,Choa Chu Kang,56,No,No
A56,A56,normal,Novena,61,No,No
A72,A72,normal,Ang Mo Kio,0,No,Yes
A35,A35,normal,Little India,75,No,No
A35,A35,normal,Little India,18,No,No
A3,A3,normal,Bouna Vista,27,No,No
A48,A48,normal,Choa Chu Kang,56,No,No
A26,A26,normal,Ang Mo Kio,0,No,Yes
A13,A13,normal,Farrer Park,56,No,No
A6,A6,normal,Yishun,60,No,No
A67,A67,normal,Jurong East,31,No,No
A70,A70,normal,Little India,75,No,No
A51,A51,normal,Little India,20,No,No
A83,A83,normal,Clementi,27,No,No
A17,A17,normal,Little India,43,No,No
A89,A89,normal,Yishun,69,No,No
A83,A83,normal,Choa Chu Kang,54,No,No
A14,A14,unsafe following distance,Simei,46,Yes,No
A26,A26,normal,Yishun,19,No,No
A43,A43,normal,Queenstown,16,No,No
A31,A31,normal,Yishun,74,No,No
A4,A4,normal,Newton,0,No,Yes
A3,A3,normal,Eunos,0,No,Yes
A7,A7,normal,Jurong East,17,No,No
A65,A65,normal,Queenstown,0,No,Yes
A48,A48,normal,Kovan,51,No,No
A83,A83,normal,Novena,75,No,No
A44,A44,normal,Pasir Ris,75,No,No
A88,A88,normal,Bukit Batok,46,No,No
A64,A64,normal,Bouna Vista,55,No,No
A53,A53,normal,Tampines,59,No,No
A74,A74,normal,Clementi,17,No,No
A34,A34,normal,Queenstown,0,No,Yes
A36,A36,normal,Chai Chee,58,No,No
A53,A53,normal,Serangoon,0,No,Yes
A35,A35,normal,Yio Chu Kang,46,No,No
A54,A54,normal,Little India,0,No,Yes
A14,A14,unsafe following distance,Novena,0,Yes,Yes
A48,A48,unsafe following distance,Redhill,0,Yes,Yes
A98,A98,normal,Kent Ridge,33,No,No
A40,A40,normal,Little India,0,No,Yes
A93,A93,normal,Yishun,27,No,No
A19,A19,normal,Queenstown,0,No,Yes
A56,A56,normal,Bishan,26,No,No
A19,A19,normal,Boon Lay,50,No,No
A21,A21,normal,Kovan,51,No,No
A34,A34,normal,Marine Parade,0,No,Yes
A76,A76,normal,Bouna Vista,34,No,No
A8,A8,normal,Tampines,0,No,Yes
A34,A34,unsafe following distance,Marine Parade,37,Yes,No
A13,A13,normal,Telok Blangah,66,No,No
A66,A66,normal,Little India,72,No,No
A43,A43,normal,Bukit Merah,21,No,No
A33,A33,normal,Aljunied,0,No,Yes
A60,A60,normal,Novena,15,No,No
A36,A36,normal,Little India,47,No,No
A91,A91,normal,Novena,62,No,No
A44,A44,normal,Bishan,0,No,Yes
A74,A74,normal,Woodlands,70,No,No
A7,A7,normal,Bukit Batok,18,No,No
A10,A10,normal,Novena,62,No,No
A46,A46,normal,Yishun,20,No,No
A18,A18,normal,Woodlands,73,No,No
A72,A72,normal,Bukit Batok,0,No,Yes
A77,A77,normal,Tampines,0,No,Yes
A98,A98,normal,Jurong East,37,No,No
A82,A82,normal,Tanglin,32,No,No
A92,A92,unsafe following distance,Tampines,23,Yes,No
A39,A39,normal,Little India,62,No,No
A64,A64,normal,Yishun,56,No,No
A46,A46,normal,Tampines,40,No,No
A8,A8,overspeed,Newton,78,Yes,No
A49,A49,normal,Bukit Batok,70,No,No
A80,A80,normal,Jurong East,50,No,No
A70,A70,normal,Bukit Merah,16,No,No
A94,A94,unsafe following distance,Yio Chu Kang,23,Yes,No
A14,A14,normal,Bukit Batok,50,No,No
A57,A57,normal,Bouna Vista,25,No,No
A67,A67,normal,Bishan,66,No,No
A66,A66,normal,Newton,37,No,No
A13,A13,normal,Chai Chee,60,No,No
A5,A5,unsafe following distance,Macpherson,31,Yes,No
A30,A30,normal,Bouna Vista,45,No,No
A19,A19,normal,Hougang,35,No,No
A12,A12,normal,Admiralty,37,No,No
A47,A47,normal,Bukit Panjang,70,No,No
A67,A67,normal,Telok Blangah,55,No,No
A55,A55,normal,Boon Lay,27,No,No
A78,A78,normal,Boon Keng,69,No,No
A38,A38,lane departure,Geylang,0,Yes,Yes
